Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,3,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,2,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,11,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,7,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,5,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,19,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,18,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,17,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,14,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,13,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,9,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,12,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,6,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,12,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,3,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,14,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,11,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,9,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,6,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,1,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,7,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,5,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,13,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,2,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,18,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,17,,,,,,,
1105,7285 Expenses : General and Administrative : Auto Expense : Oil & Gas,19,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,11,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,13,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,17,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,14,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,7,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,18,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,6,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,5,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,19,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,12,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,3,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,1,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,9,,,,,,,
1106,7290 Expenses : General and Administrative : Auto Expense : R&M Vehicle,2,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,14,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,13,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,3,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,1,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,9,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,11,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,18,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,19,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,2,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,5,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,7,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,17,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,12,,,,,,,
1107,7295 Expenses : General and Administrative : Auto Expense : Vehicle License Fees,6,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,9,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,19,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,3,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,1,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,12,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,2,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,6,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,5,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,18,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,17,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,14,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,13,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,7,,,,,,,
1108,7296 Expenses : General and Administrative : Auto Expense : Vehicle Insurance,11,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,9,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,13,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,19,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,5,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,7,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,2,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,6,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,1,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,11,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,12,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,14,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,17,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,18,,,,,,,
1109,7300 Expenses : General and Administrative : Conferences / Seminars : Mgmt Meetings/Conventions,3,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,19,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,12,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,14,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,13,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,11,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,18,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,7,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,6,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,3,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,17,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,5,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,1,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,9,,,,,,,
1110,7305 Expenses : General and Administrative : Conferences / Seminars : Training,2,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,6,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,13,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,18,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,19,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,17,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,2,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,9,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,14,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,7,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,1,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,12,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,11,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,3,,,,,,,
1111,7310 Expenses : General and Administrative : Conferences / Seminars : Staff Meetings,5,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,2,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,5,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,1,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,12,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,14,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,9,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,19,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,6,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,13,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,7,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,18,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,3,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,11,,,,,,,
1112,7400 Expenses : General and Administrative : Rent & Equipment : Base Rent,17,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,13,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,5,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,12,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,14,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,18,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,19,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,3,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,9,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,1,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,2,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,17,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,6,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,7,,,,,,,
1113,7405 Expenses : General and Administrative : Rent & Equipment : Common Area Maintenance,11,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,1,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,14,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,6,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,12,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,11,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,5,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,2,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,9,,,,,,,
1114,7410 Expenses : General and Administrative : Rent & Equipment : Equipment Rental/Lease,7,,,,,,,
